序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
95,688516,奥特维,59.88,8.15,4.51,149620.0,869164659.0,8.9,60.01,55.08,55.37,55.37,0.81,4.76,36.29,5.19,18875459348.0,18841346730.0,-0.22,0.64,39.97,32.3
96,300567,精测电子,119.0,8.1,8.92,185769.0,2138557443.65,11.52,120.54,107.86,109.67,110.08,1.29,8.18,249.45,9.42,33289677253.0,27018721639.0,0.04,0.0,67.98,30.48
97,603002,宏昌电子,8.19,8.05,0.61,1169075.0,941760789.0,11.08,8.34,7.5,7.54,7.58,4.49,10.31,284.15,2.7,9288102989.0,9288102989.0,0.0,0.37,15.84,10.83
98,300641,正丹股份,20.81,7.71,1.49,380835.0,797286500.75,15.01,22.04,19.14,19.28,19.32,2.96,7.25,12.15,3.46,10936587496.0,10936587496.0,0.0,-0.14,-6.68,17.9
99,688176,亚虹医药-U,13.16,7.69,0.94,264727.0,344892138.0,11.95,13.57,12.11,12.22,12.22,1.73,6.08,-22.65,4.31,7516603596.0,5733627089.0,0.0,0.0,31.47,14.34
100,300969,恒帅股份,141.0,7.63,10.0,41546.0,582339766.0,15.88,149.8,129.0,129.0,131.0,1.25,8.27,91.77,11.43,15792365895.0,7086986838.0,0.35,0.0,27.9,13.99
101,688525,佰维存储,157.01,7.61,11.11,427323.0,6616780220.0,10.97,163.0,147.0,148.0,145.9,1.57,9.15,1808.65,15.53,73344349787.0,73344349787.0,0.01,0.63,43.74,36.78
102,301317,鑫磊股份,37.25,7.6,2.63,91089.0,342134378.05,14.41,39.56,34.57,34.58,34.62,2.62,20.33,11.57,4.35,5855327500.0,1668800000.0,0.16,0.16,16.77,15.54
103,600763,通策医疗,46.7,7.6,3.3,435371.0,2046001791.0,10.0,47.74,43.4,43.55,43.4,3.61,9.73,30.51,4.81,20888401764.0,20888401764.0,-0.13,0.06,10.48,16.14
104,688396,华润微,60.33,7.58,4.25,341702.0,1985878539.0,8.65,60.5,55.65,56.0,56.08,1.94,2.57,114.3,3.5,80089848581.0,80089848581.0,-0.12,0.68,12.81,14.13
105,002487,大金重工,54.11,7.55,3.8,269443.0,1457416091.96,4.51,55.28,53.01,53.82,50.31,1.22,4.27,29.17,4.29,34508617274.0,34139095593.0,0.06,0.17,15.84,4.2
106,688503,聚和材料,79.46,7.54,5.57,206101.0,1597777839.0,11.75,80.88,72.2,72.7,73.89,1.14,10.26,60.35,3.97,19231993273.0,15965087705.0,-0.05,0.19,30.48,30.26
107,301295,美硕科技,34.88,7.49,2.43,40470.0,137840177.73,9.28,34.98,31.97,32.13,32.45,1.06,13.77,128.71,3.68,3515904000.0,1025472000.0,0.0,0.11,20.53,17.05
108,688147,微导纳米,75.22,7.46,5.22,108792.0,789798131.0,9.13,75.27,68.88,69.54,70.0,1.27,2.36,104.69,12.0,34688250827.0,34688250827.0,-0.04,0.15,51.2,19.8
109,300837,浙矿股份,39.36,7.42,2.72,93583.0,364996937.26,9.22,40.38,37.0,37.01,36.64,1.1,13.58,56.9,2.85,3936071517.0,2712467517.0,0.28,0.15,53.15,15.7
110,603665,康隆达,32.75,7.38,2.25,76745.0,247220951.0,9.61,33.03,30.1,30.34,30.5,1.96,4.79,29.77,7.41,5276387117.0,5245492404.0,-0.33,0.0,25.62,2.6
111,300919,中伟新材,55.69,7.34,3.81,439928.0,2471401709.11,9.23,58.8,54.01,54.01,51.88,1.75,4.82,39.12,2.86,58043117352.0,50816921732.0,0.09,0.11,28.76,20.2
112,688313,仕佳光子,87.43,7.3,5.95,400640.0,3399844014.0,8.42,87.5,80.64,80.98,81.48,1.28,8.86,98.89,26.77,39517164657.0,39517164657.0,0.0,-0.02,29.12,-1.52
113,688519,南亚新材,78.6,7.25,5.31,98600.0,762425968.0,5.1,78.61,74.87,74.87,73.29,1.62,4.2,87.54,6.63,18453000757.0,18453000757.0,0.0,0.06,12.05,-2.79
114,605365,立达信,26.11,7.23,1.76,108354.0,275651419.0,9.98,26.71,24.28,24.37,24.35,1.41,2.16,77.23,3.52,13107556192.0,13107556192.0,0.04,-1.25,66.41,-1.32
115,301216,万凯新材,21.96,7.23,1.48,244124.0,526147096.31,10.01,22.15,20.1,20.3,20.48,0.83,4.45,123.15,2.1,12740942534.0,12041156764.0,0.05,0.05,13.49,30.25
116,603929,亚翔集成,148.6,7.08,9.82,77425.0,1126086261.0,7.8,149.6,138.78,140.0,138.78,1.13,3.63,53.74,16.99,31705296000.0,31705296000.0,0.05,0.26,282.01,55.6
117,002475,立讯精密,57.37,7.07,3.79,2628471.0,14597266865.4,8.1,57.57,53.23,53.34,53.58,1.48,3.62,27.22,5.24,417987658855.0,417028902602.0,0.02,0.12,-6.18,1.16
118,603799,华友钴业,79.2,7.06,5.22,1093278.0,8625469539.0,6.31,80.5,75.83,75.83,73.98,1.59,5.8,26.72,3.15,150220817762.0,149219050226.0,0.06,0.19,26.48,16.03
119,301526,国际复材,7.76,7.03,0.51,2560222.0,2012921688.29,11.17,8.26,7.45,7.46,7.25,2.14,18.23,80.41,3.56,29262013652.0,10898089082.0,0.0,0.26,28.48,10.86
120,301205,联特科技,197.0,7.01,12.91,135319.0,2633033823.7,11.72,202.58,181.01,182.01,184.09,1.1,19.91,234.36,16.11,25559568000.0,13387781160.0,-0.01,0.02,105.64,16.91
121,300882,万胜智能,23.04,6.96,1.5,185807.0,415660078.64,11.05,23.5,21.12,21.27,21.54,1.76,6.98,30.12,5.03,6594075372.0,6136174771.0,0.0,0.48,16.72,22.55
122,300398,飞凯材料,26.19,6.94,1.7,797772.0,2038744683.5,8.17,26.19,24.19,24.32,24.49,1.85,14.15,38.28,3.02,14848327526.0,14767237812.0,0.04,0.19,15.37,16.87
123,300666,江丰电子,128.62,6.89,8.29,193763.0,2437815595.5,8.59,128.67,118.33,119.13,120.33,1.15,8.76,63.86,7.01,34125546247.0,28445227874.0,-0.03,0.27,37.89,39.8
124,301338,凯格精机,93.01,6.85,5.96,43175.0,388329573.08,8.54,93.64,86.21,86.49,87.05,0.96,7.3,61.21,6.32,9896264000.0,5501541500.0,0.19,0.02,43.2,5.56
125,001335,信凯科技,53.34,6.85,3.42,51553.0,266608275.39,9.9,53.92,48.98,48.98,49.92,1.38,22.0,58.51,5.2,5000068130.0,1250017033.0,-0.07,-0.09,42.13,8.15
126,603208,江山欧派,15.61,6.84,1.0,130285.0,199912579.0,7.6,15.7,14.59,14.63,14.61,3.81,7.35,-49.99,2.3,2765665441.0,2765665441.0,0.06,0.19,7.8,7.29
127,688096,京源环保,9.38,6.83,0.6,205694.0,189643651.0,8.66,9.53,8.77,8.78,8.78,1.97,8.71,-438.05,2.46,2214096510.0,2214096510.0,-0.11,-0.11,14.53,18.73
128,688300,联瑞新材,64.65,6.74,4.08,83887.0,529072953.0,8.77,65.33,60.02,60.43,60.57,1.68,3.47,53.21,9.56,15610983134.0,15610983134.0,-0.2,-0.02,14.95,4.12
129,300757,罗博特科,290.16,6.72,18.26,101842.0,2899193793.28,7.63,292.66,271.92,271.92,271.9,0.99,6.76,-487.97,29.21,48633169488.0,43713408904.0,0.02,0.06,31.7,24.37
130,688556,高测股份,13.7,6.7,0.86,826463.0,1117053413.0,9.66,13.88,12.64,12.73,12.84,0.97,9.95,-104.57,2.92,11381602896.0,11381602896.0,-0.29,0.74,14.84,19.96
131,300913,兆龙互连,57.55,6.67,3.6,221142.0,1255387000.21,11.83,59.78,53.4,53.4,53.95,2.1,8.65,107.05,7.84,19727053456.0,14720361316.0,-0.1,-0.36,10.08,9.35
132,603011,合锻智能,32.01,6.66,2.0,1108566.0,3340548589.0,17.83,33.0,27.65,29.6,30.01,1.04,22.42,-267.77,7.54,15826206128.0,15826206128.0,-0.09,-0.65,40.7,35.01
133,002409,雅克科技,92.68,6.63,5.76,251570.0,2258330364.42,7.7,92.69,86.0,86.12,86.92,0.93,7.9,41.55,5.65,44108977197.0,29520688192.0,0.0,0.34,19.46,25.07
134,002080,中材科技,38.8,6.62,2.41,764792.0,2910701900.35,5.17,38.89,37.01,37.01,36.39,1.45,4.56,33.0,3.32,65111195059.0,65111195059.0,0.05,0.05,22.63,6.77
135,603896,寿仙谷,21.98,6.49,1.34,135068.0,293506164.0,10.8,22.6,20.37,20.51,20.64,3.71,6.81,42.81,1.94,4357401164.0,4357401164.0,0.0,-0.18,6.29,13.42
136,002759,天际股份,45.15,6.44,2.73,1182161.0,5302452203.13,11.86,46.57,41.54,41.54,42.42,1.1,23.6,-167.32,7.31,22637424616.0,22617535499.0,0.0,-0.04,89.95,-2.76
